,English,Français
472,Appraisal Template Title,Titre du modèle d'évaluation
473,Appraisals,Évaluation
474,Apprentice,Apprenti
475,Approval Status,Statut d'Approbation
476,Approval Status must be 'Approved' or 'Rejected',Le Statut d'Approbation doit être 'Approuvé' ou 'Rejeté'
477,Approve,Approuver
478,Approved,Approuvé
479,Approver,Approbateur
480,Approving Role (above authorized value),Rôle Approbateur (valeurs autorisées ci-dessus)
481,Approving Role cannot be same as role the rule is Applicable To,Le Rôle Approbateur ne peut pas être identique au rôle dont la règle est Applicable
482,Approving User  (above authorized value),Utilisateur Approbateur (valeurs autorisées ci-dessus)
483,Approving User cannot be same as user the rule is Applicable To,L'Utilisateur Approbateur ne peut pas être identique à l'utilisateur dont la règle est Applicable
484,APRSL,EVAL
485,Archive,Archiver
486,Archived,Archivé
487,Archived Columns,Colonnes Archivées
488,Are you sure you want to delete the attachment?,Êtes-vous sûr de vouloir supprimer la pièce jointe?
489,Are you sure you want to relink this communication to {0}?,Êtes-vous sûr de vouloir relier cette communication à {0} ?
490,Arial,Arial
491,Arrear,Arriéré
492,arrow-down,flèche-bas
493,arrow-left,flèche-gauche
494,arrow-right,flèche-droite
495,arrow-up,flèche-haut
496,"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.",La meilleure pratique est de ne pas attribuer le même ensemble de règle d'autorisation pour différents Rôles. Définissez plutôt plusieurs Rôles à un même utilisateur.
497,As on Date,Comme à la date
498,As per Stock UOM,Selon UDM du Stock
499,"As there are existing transactions against item {0}, you can not change the value of {1}","Comme il existe des transactions avec l'article {0}, vous ne pouvez pas changer la valeur de {1}"
500,ASC,ASC
501,Ascending,Ascendant
502,Ask a Feedback,Demander un Retour d'Expérience
503,Assessment,Évaluation
504,Assessment Code,Code de l'Évaluation
505,Assessment Criteria,Critères d'Évaluation
506,Assessment Criteria Group,Groupe de Critère d'Évaluation
507,Assessment Group,Groupe d'Évaluation
508,Assessment Group Name,Nom du Groupe d'Évaluation
509,Assessment Name,Nom de l'Évaluation
510,Assessment Plan,Plan d'Évaluation
511,Assessment Plan Criteria,Critères du Plan d'Évaluation
512,Assessment Result,Résultat de l'Évaluation
513,Assessment Result Detail,Détails des Résultats d'Évaluation
514,Assessment Result Tool,Outil de Résultat d'Évaluation
515,Asset,Actif
516,"Asset {0} cannot be scrapped, as it is already {1}","L'actif {0} ne peut pas être mis au rebut, car il est déjà {1}"
517,Asset {0} does not belong to company {1},L'actif {0} ne fait pas partie à la société {1}
518,Asset {0} must be submitted,L'actif {0} doit être soumis
519,"Asset cannot be cancelled, as it is already {0}","L'actif ne peut être annulé, car il est déjà {0}"
520,Asset Category,Catégorie d'Actif
521,Asset Category Account,Compte de Catégorie d'Actif
522,Asset Category is mandatory for Fixed Asset item,Catégorie d'Actif est obligatoire pour l'article Immobilisé
523,Asset Category Name,Nom de Catégorie d'Actif
524,Asset Depreciation Cost Center,Centre de Coûts de l'Amortissement d'Actifs
525,Asset Depreciation Ledger,Livre d'Amortissements d'Actifs
526,Asset Depreciations and Balances,Amortissements et Soldes d'Actif
527,Asset Movement,Mouvement d'Actif
528,Asset Movement record {0} created,Registre de Mouvement de l'Actif {0} créé
529,Asset Name,Nom de l'Actif
530,Asset scrapped via Journal Entry {0},Actif mis au rebut via Écriture de Journal {0}
531,Assign,Assigner
532,Assign a permission level to the field.,Attribuer un niveau d'autorisation sur le champs.
533,Assign To,Attribuer À
534,Assign to me,Attribuer à moi
535,Assigned,Attribué
536,Assigned By,Attribué Par
537,Assigned By Full Name,Assigné Par Nom complet
538,Assigned By Me,Assigné par moi
539,Assigned To,Assigné À
540,Assigned to {0}: {1},Attribué à {0} : {1}
541,Assigned To Me,Attribué À Moi
542,Assigned To/Owner,Assigné À /Propriétaire
543,Assignment,Affectation
544,Assignment closed by {0},Affectation fermé par {0}
545,Assignment Complete,Terminer l'Affectation
546,Assignment Completed,Affectation Terminée
547,Associate,Associé
548,asterisk,Astérisque
549,Async Task,Tâche Async
550,At least one mode of payment is required for POS invoice.,Au moins un mode de paiement est nécessaire pour une facture de PDV
551,Atleast one item should be entered with negative quantity in return document,Au moins un article doit être saisi avec quantité négative dans le document de retour
552,Atleast one of the Selling or Buying must be selected,Au moins Vente ou Achat doit être sélectionné
553,Atleast one warehouse is mandatory,Au moins un entrepôt est obligatoire
554,ATT-,ATT-
555,Attach,Joindre
556,"Attach .csv file with two columns, one for the old name and one for the new name","Attacher un fichier .csv avec deux colonnes, une pour l'ancien nom et une pour le nouveau nom"
557,Attach Document Print,Joindre l'Impression de Document
558,Attach File,Joindre un Fichier
559,Attach Image,Joindre l'Image
560,Attach Letterhead,Joindre l'En-tête
561,Attach Logo,Joindre le Logo
562,Attach Print,Joindre l'Impression
563,Attach Your Picture,Joindre Votre Photo
564,Attached To DocType,Joint au DocType
565,Attached To Name,Joint Au Nom
566,Attachment,Pièce jointe
567,Attachment Limit (MB),Taille Maximale de la Pièce jointe (MB)
568,Attachment Removed,Pièce jointe retirée
569,Attachments,Pièces jointes
570,Attendance,Présence
571,Attendance can not be marked for future dates,La présence ne peut pas être marquée pour les dates à venir
572,Attendance Date,Date de Présence
573,Attendance for employee {0} is already marked,La présence de l'employé {0} est déjà marquée
574,Attendance for employee {0} is already marked for this day,La présence de l'employé {0} est déjà marquée pour cette journée
575,Attendance From Date,Présence Depuis
576,Attendance From Date and Attendance To Date is mandatory,La Date de Présence Depuis et la Date de Présence Jusqu'à sont obligatoires
577,Attendance has been marked successfully.,La présence a été marquée avec succès.
578,Attendance Record {0} exists against Student {1},Registre des présences {0} existe pour l'Étudiant {1}
579,Attendance record.,Registre des présences.
580,Attendance To Date,Présence Jusqu'à
581,Attendance Tool Student,Outil de Présence des Étudiants
582,Attended,Présent
583,Attendees,Participants
584,Attribute,Attribut
585,Attribute {0} selected multiple times in Attributes Table,Attribut {0} sélectionné à plusieurs reprises dans le Tableau des Attributs
586,Attribute Name,Nom de l'Attribut
587,Attribute table is mandatory,Table d'Attribut est obligatoire
588,Attribute Value,Valeur de l'Attribut
589,Attributes,Attributs
590,"Attributes for Item Variants. e.g Size, Color etc.","Attributs pour les Variantes de l'Article. e.g. Taille, Couleur, etc."
591,Auditor,Auditeur
592,Authentication failed while receiving emails from Email Account {0}. Message from server: {1},L'authentification a échoué lors de la réception des emails depuis le Compte de Messagerie {0}. Message du serveur : {1}
593,Authentication Log,Journal d'Authentification
594,Author,Auteur
595,Authorization Code,Code d'Autorisation
596,Authorization Control,Contrôle d'Autorisation
597,Authorization Rule,Règle d'Autorisation
598,Authorized,Autorisé
599,Authorized Signatory,Signataire Autorisé
600,Authorized Value,Valeur Autorisée
601,Auto,Auto
602,Auto close Issue after 7 days,Fermer automatique les Questions après 7 jours
603,Auto close Opportunity after 15 days,Fermer automatiquement les Opportunités après 15 jours
604,Auto Email Report,Rapport par Email Automatique
605,Auto insert Price List rate if missing,Insertion automatique du taux de la Liste de Prix si manquante
606,Auto Material Request,Demande de Matériel Automatique
607,Auto Material Requests Generated,Demandes de Matériel Générées Automatiquement
608,Auto Name,Nom Auto
609,Auto re-order,Re-commande auto
610,Auto Reply Message,Message de Réponse Automatique
611,Automatically compose message on submission of transactions.,Composer automatiquement un message sur la soumission de transactions .
612,Automatically Set Serial Nos based on FIFO,Régler Automatiquement les Nos de Série basés sur FIFO
613,Automatically triggers the feedback request based on conditions.,Déclencher automatiquement la demande de retour d'expérience en fonction des conditions.
614,Automotive,Automobile
615,Available {0},Disponible {0}
616,Available Batch Qty at From Warehouse,Qté de Lot Disponible Depuis l'Entrepôt
617,Available Batch Qty at Warehouse,Qté de lot disponible à l'Entrepôt
618,Available Qty,Qté Disponible
619,Available Qty at From Warehouse,Qté Disponible Depuis l'Entrepôt
620,Available Qty at Warehouse,Qté Disponible à l'Entrepôt
621,"Available qty is {0}, you need {1}","Qté disponible est {0}, vous avez besoin de {1}"
622,Available Stock for Packing Items,Stock Disponible pour les Articles d'Emballage
623,Avatar,Avatar
624,Average Age,Âge Moyen
625,Average Commission Rate,Taux Moyen de la Commission
626,Average Discount,Remise Moyenne
627,Average time taken by the supplier to deliver,Délai moyen de livraison par le fournisseur
628,Avg Daily Outgoing,Moy Quotidienne Sortante
629,Avg. Buying Rate,Moy. Taux d'achat
630,Avg. Selling Rate,Moy. Taux de vente
631,Avoid dates and years that are associated with you.,Évitez les dates et les années qui sont associées avec vous.
632,Avoid recent years.,Éviter les années récentes.
633,Avoid sequences like abc or 6543 as they are easy to guess,Évitez les séquences comme abc ou 6543 car elles sont faciles à deviner
634,Avoid years that are associated with you.,Évitez les années qui vous sont associées.
635,Awaiting Password,En attente Mot de Passe
636,Awaiting Response,Attente de Réponse
637,A user can be permitted to multiple records of the same DocType.,Un utilisateur peut être autorisé à plusieurs enregistrements du même type de document .
638,Account,Compte
639,Account {0} does not exist,Compte {0} n'existe pas
640,Accounting,Comptabilité
641,Action,Action
642,Actions,Actions
643,Activity,Activité
644,Accepted,Accepté
645,A new Project with this name will be created,Un nouveau projet avec ce nom sera créé
646,Active Salary Structure {0} found for employee {1} for the given dates,Grille de Salaire active {0} trouvé pour l'employé {1} pour les dates données
647,Add Contact,Ajouter le Contact
648,Add Timesheets,Ajouter les Feuilles de Temps
649,Add Unsubscribe Link,Ajouter le Lien Se désinscrire
650,Address Name,Nom de l'Adresse
651,Against Employee Loan: {0},Pour le Prêt Employé : {0}
652,Allow Guest to View,Autoriser les Invités à Voir
653,Allow Import (via Data Import Tool),Autoriser l'Importation (via des données Outil d'Importation)
654,Allow Roles,Autoriser les Rôles
655,Alphabetically Ascending,Par Ordre Alphabétique Croissant
656,Alphabetically Descending,par Ordre Alphabétique Décroissant
657,At least one reply is mandatory before requesting feedback,Au moins une réponse est obligatoire avant de demander des commentaires
658,Attendance date can not be less than employee's joining date,Date de présence ne peut pas être antérieure à la date se joindre à l'employé
659,Authentication,Authentification
