,English,Français
377,Stop Birthday Reminders,Arrêter les Rappels d'Anniversaire
378,"Stopped Production Order cannot be cancelled, Unstop it first to cancel","Un Ordre de Fabrication Arrêté ne peut pas être annulé, remettez le d'abord en marche pour l'annuler"
379,Stores the JSON of last known versions of various installed apps. It is used to show release notes.,Conserve le JSON des dernières versions connues de diverses applications installées. Il est utilisé pour montrer les notes de version.
380,Straight Line,Ligne Droite
381,Straight rows of keys are easy to guess,Lignes droites de touches sont faciles à deviner
382,STUD.,STUD.
383,Student,Étudiant
384,Student {0} - {1} appears Multiple times in row {2} & {3},Étudiant {0} - {1} apparaît Plusieurs fois dans la ligne {2} & {3}
385,Student {0} exist against student applicant {1},Étudiant {0} existe pour la candidature d'un étudiant {1}
386,Student {0}: {1} does not belong to Student Batch {2},Étudiant {0} : {1} ne fait pas partie de Lot d'Étudiants {2}
387,Student {0}: {1} does not belong to Student Group {2},Étudiant {0} : {1} ne fait pas partie du Groupe d'Étudiants {2}
388,Student Admission,Admission des Étudiants
389,Student Admissions,Admissions des Étudiants
390,Student and Guardian Contact Details,Détails des Contacts Étudiant et Tuteur
391,Student Applicant,Candidature d'un Étudiant
392,Student Applicants,Candidatures des Étudiants
393,Student Attendance,Présence des Étudiants
394,Student Attendance Tool,Outil de Présence des Étudiants
395,Student Batch,Lot d'Étudiants
396,Student Batch Attendance Tool,Outil de Présence de Lot d'Étudiants
397,Student Batch Creation Tool,Outil de Création de Lot d'Étudiants
398,Student Batch exists with same name,Lot d'Étudiant existe avec le même nom
399,Student Batch Instructor,Instructeur du Lot d'Étudiant
400,Student Batch Name,Nom du Lot d'Étudiants
401,Student Batch or Course Schedule is mandatory,Lot d'Étudiants ou Planning des Cours est obligatoire
402,Student Batch or Student Group is mandatory,Lot d'Étudiants ou Groupe d'Étudiants est obligatoire
403,Student batch Strength,Effectif du Lot d'Étudiants
404,Student Batch Student,Étudiant du Lot d'Étudiants
405,Student Batch-Wise Attendance,Présence par Lots d'Étudiants
406,"Student Batches help you track attendance, assessments and fees for students","Les Lots d'Étudiants vous aide à suivre la présence, les évaluations et les frais pour les étudiants"
407,Student Category,Catégorie Étudiant
408,Student Email Address,Adresse Email de l'Étudiant
409,Student Fee Collection,Frais de Scolarité
410,Student Group,Groupe Étudiant
411,Student Group Creation Tool,Outil de Création de Groupe d'Étudiants
412,Student Group Creation Tool Course,Cours sur l'Outil de Création de Groupe d'Étudiants
413,Student Group exists with same name,Groupe d'Étudiants existe avec le même nom
414,Student Group Name,Nom du Groupe d'Étudiants
415,Student Group Name is mandatory in row {0},Nom du Groupe d'Étudiant est obligatoire dans la ligne {0}
416,Student Group Student,Étudiant du Groupe d'Étudiants
417,Student Groups created.,Groupes d'Étudiants créés.
418,Student Guardian,Tuteur d'Étudiant
419,Student ID,Carte d'Étudiant
420,Student is already enrolled.,L'étudiant est déjà inscrit.
421,Student Language,Langue des Étudiants
422,Student Leave Application,Demande de Congé d'Étudiant
423,Student Log,Journal des Étudiants
424,Student Mobile No.,N° de Mobile de l'Étudiant
425,Student Mobile Number,Numéro de Mobile de l'Étudiant
426,Student Monthly Attendance Sheet,Feuille de Présence Mensuelle des Étudiants
427,Student Name,Nom de l'Étudiant
428,Student Sibling,Frère et Sœur de l'Étudiant
429,Student Siblings,Frères et Sœurs de l'Étudiants
430,Students,Étudiants
431,"Students are at the heart of the system, add all your students","Les étudiants sont au cœur du système, ajouter tous vos étudiants"
432,Students HTML,HTML Étudiants
433,Studying in Same Institute,Étudier au même Institut
434,"Style represents the button color: Success - Green, Danger - Red, Inverse - Black, Primary - Dark Blue, Info - Light Blue, Warning - Orange","Style représente la couleur du bouton : Succès - Vert, Danger - Rouge, Inverse - Noir, Primaire - Bleu Foncé, Info - Bleu Clair, Avertissement - Orange"
435,Style Settings,Réglages de Style
436,Sub Assemblies,Sous-Ensembles
437,Sub-contracting,Sous-traitant
438,"Sub-currency. For e.g. ""Cent""","Sous-monnaie. E.g. : ""Cent"""
439,Sub-domain provided by erpnext.com,Sous-domaine fourni par erpnext.com
440,Subcontract,Sous-traiter
441,Submit after importing.,Soumettre après l'import
442,Submit all salary slips for the above selected criteria,Soumettre toutes les fiches de paie pour les critères sélectionnés ci-dessus
443,Submit an Issue,Soumettre une Question
444,Submit on creation,Soumettre à la Création
445,Submit Salary Slip,Soumettre la Fiche de Paie
446,Submit this document to confirm,Soumettre ce document pour confirmer
447,Submit this Production Order for further processing.,Soumettre cet Ordre de Fabrication pour un traitement ultérieur.
448,Submitted Document cannot be converted back to draft. Transition row {0},Document Soumis ne peut pas être reconvertis en Brouillon. Ligne de transition {0}
449,Submitted orders can not be deleted,Commandes Soumises ne peuvent pas être supprimés
450,Submitted Salary Slips,Fiche de Paie Soumises
451,submitted this document,a soumis ce document
452,Submitting,Soumission
453,Subsidiary,Filiale
454,Subtotal,Sous-Total
455,Succeeded,Réussi
456,Success,Réussite
457,Success Message,Message de Réussite
458,Success URL,URL de Réussite
459,Successful: {0} to {1},Succès : {0} au {1}
460,Successfully Reconciled,Réconcilié avec Succès
461,Successfully Updated,Mis à Jour avec Succès
462,Suggested Username: {0},Nom d'Utilisateur Suggérée : {0}
463,Sum of points for all goals should be 100. It is {0},Somme des points pour tous les objectifs devraient être 100. Il est {0}
464,Sum of Scores of Assessment Criteria needs to be {0}.,Somme des Scores de Critères d'Évaluation doit être {0}.
465,Supervisor,Superviseur
466,Supervisor Name,Nom du Superviseur
467,Suplier,Fournisseur
468,Suplier Name,Nom du Fournisseur
469,SUPP-,SUPP-
470,Supplier > Supplier Type,Fournisseur> Type de Fournisseur
471,Supplier Addresses and Contacts,Adresses et Contacts des Fournisseurs
472,Supplier database.,Base de données fournisseurs.
473,Supplier delivers to Customer,Fournisseur livre au Client
474,Supplier Detail,Détails du Fournisseur
475,Supplier Id,ID du Fournisseur
476,Supplier Invoice Date,Date de la Facture du Fournisseur
477,Supplier Invoice Date cannot be greater than Posting Date,Fournisseur Date de la Facture du Fournisseur ne peut pas être postérieure à Date de Publication
478,Supplier Invoice Details,Détails de la Facture du Fournisseur
479,Supplier Invoice No,N° de Facture du Fournisseur
480,Supplier Invoice No exists in Purchase Invoice {0},N° de la Facture du Fournisseur existe dans la Facture d'Achat {0}
481,Supplier Name,Nom du Fournisseur
482,Supplier Naming By,Nomenclature de Fournisseur Par
483,Supplier of Goods or Services.,Fournisseur de Biens ou Services.
484,Supplier Part No,N° de Pièce du Fournisseur
485,Supplier Part Number,Numéro de Pièce du Fournisseur
486,Supplier Quotation,Devis Fournisseur
487,Supplier Quotation {0} created,Devis Fournisseur {0} créé
488,Supplier Quotation Item,Article Devis Fournisseur
489,Supplier Warehouse mandatory for sub-contracted Purchase Receipt,Entrepôt Fournisseur obligatoire pour les Reçus d'Achat sous-traités
490,Supplier-Wise Sales Analytics,Analyse des Ventes par Fournisseur
491,Supply Raw Materials,Fournir les Matières Premières
492,Supply Raw Materials for Purchase,Fournir les Matières Premières pour l'Achat
493,Support queries from customers.,Demande de support des clients
494,Support Settings,Réglages du Support
495,Suspend Sending,Suspendre l'Envoi
496,Switch To Desk,Passer Au Bureau
497,Sync Master Data,Sync Données de Base
498,Sync on Migrate,Sync sur Migration
499,Syntax error in formula or condition: {0},Erreur de syntaxe dans la formule ou condition : {0}
500,"System User (login) ID. If set, it will become default for all HR forms.","L'ID (de connexion) de l'Utilisateur Système. S'il est défini, il deviendra la valeur par défaut pour tous les formulaires des RH."
501,Safety Stock,Stock de Sécurité
502,Salary,Salaire
503,Salary Information,Information sur le Salaire
504,Sales,Ventes
505,Sales Analytics,Analyse des Ventes
506,Sales Browser,Navigateur des Ventes
507,Sales campaigns.,Campagnes de vente.
508,Sales Details,Détails Ventes
509,Sales Expenses,Charges de Vente
510,Sales Funnel,Entonnoir de Vente
511,Sales Invoice,Facture de Vente
512,Sales Invoice {0} has already been submitted,La Facture Vente {0} a déjà été transmise
513,Sales Invoice {0} must be cancelled before cancelling this Sales Order,Facture de Vente {0} doit être annulée avant l'annulation de cette Commande Client
514,Sales Invoice Advance,Avance sur Facture de Vente
515,Sales Invoice Item,Article de la Facture de Vente
516,Sales Invoice Message,Message de la Facture de Vente
517,Sales Invoice No,N° de la Facture de Vente
518,Sales Manager,Responsable des Ventes
519,Sales Master Manager,Directeur des Ventes
520,Sales Order {0} is {1},Commande Client {0} est {1}
521,Sales Order {0} is not submitted,Commande Client {0} n'a pas été transmise
522,Sales Order {0} is not valid,Commande Client {0} invalide
523,Sales Order Date,Date de la Commande Client
524,Sales Partner,Partenaire Commercial
525,Sales Partner and Commission,Partenaire Commercial et Commission
526,Sales Partner Target,Objectif du Partenaire Commercial
527,Sales Partners and Territory,Partenaires Commerciaux et Régions
528,Sales Person,Vendeur
529,Sales Person Name,Nom du Vendeur
530,Sales Pipeline,Pipeline de Ventes
531,Sales Price List,Liste de Prix de Vente
532,Sales Register,Registre des Ventes
533,Sales Return,Retour de Ventes
534,Sales Team,Équipe des Ventes
535,Sales Team Details,Détails de l'Équipe des Ventes
536,Sales Team1,Équipe des Ventes 1
537,Sales User,Chargé de Ventes
538,Salutation,Salutations
539,Same Company is entered more than once,La même Société a été entrée plus d'une fois
540,Same file has already been attached to the record,Le même fichier a déjà été joint au dossier
541,Same item has been entered multiple times.,Le même article a été saisi plusieurs fois.
542,Sample,Échantillon
543,Sample Size,Taille de l'Échantillon
544,Sanctioned Amount,Montant Approuvé
545,Sanctioned Amount cannot be greater than Claim Amount in Row {0}.,Le Montant Approuvé ne peut pas être supérieur au Montant Réclamé à la ligne {0}.
546,Saturday,Samedi
547,Save,Enregistrer
548,Save As,Enregistrer Sous
549,Save the document first.,Enregistrez le document d'abord.
550,Saved,Enregistré
551,Saved!,Enregistré !
552,Saving,En Cours d'Enregistrement
553,Schedule Date,Date du Calendrier
554,Scheduled,Prévu
555,Scheduled Date,Date Prévue
556,Scheduled to send to {0},Prévu pour envoyer à {0}
557,School/University,École/Université
558,Score must be less than or equal to 5,Score doit être inférieur ou égal à 5
559,screenshot,capture d'écran
560,Script,Script
561,Script or Query reports,Rapports Script ou Query
562,Script Type,Type de Script
563,Search,Rechercher
564,Search Application,Recherche d'Application
565,Search in a document type,Rechercher dans un type de document
566,Search Results,Résultats de la Recherche
567,Secretary,Secrétaire
568,Section Break,Saut de section
569,Secured Loans,Prêts Garantis
570,Security,Sécurité
571,Security Settings,Réglages de Sécurité
572,Seen,Vu
573,Select,Sélectionner
574,Select {0},Sélectionner {0}
575,Select a group node first.,Sélectionner d'abord un noeud de groupe
576,Select All,Sélectionner Tout
577,Select an image of approx width 150px with a transparent background for best results.,Sélectionner une image d'une largeur d'environ 150px avec un fond transparent pour de meilleurs résultats.
578,Select Attachments,Sélectionner Pièces Jointes
579,Select Brand...,Sélectionner une Marque ...
580,Select Category...,Sélectionner une Catégorie...
581,Select Columns,Sélectionner des Colonnes
582,Select company name first.,Sélectionner d'abord le nom de la société.
583,Select Company...,Sélectionner la Société ...
584,Select DocType,Sélectionner le DocType
585,Select Document Type,Sélectionner le Type de Document
586,Select Document Types,Sélectionner les Types de Document
587,Select Employees,Sélectionner les Employés
588,Select Fiscal Year,Sélectionner l'Exercice
589,Select from existing attachments,Choisir parmi les pièces jointes existantes
590,Select Item,Sélectionner l'Article
591,Select Item for Transfer,Sélectionner l'Article à Transferer
592,Select Items,Sélectionner les Articles
593,Select Languages,Sélectionner les Langues
594,Select Print Format,Sélectionner le Format d'Impression
595,Select Print Format to Edit,Sélectionner le Format d'Impression à Éditer
596,Select Role,Sélectionner le Rôle
597,Select Table Columns for {0},Sélectionner les Colonnes de la Table pour {0}
598,Select Terms and Conditions,Sélectionner les Termes et Conditions
599,Select the label after which you want to insert new field.,Sélectionner le libellé après lequel vous voulez insérer un nouveau champ.
600,Select To Download:,Sélectionner Pour Télécharger :
601,Select Transaction,Sélectionner la Transaction
602,Select Type,Sélectionner le Type
603,Select User,Sélectionner l'Utilisateur
604,Select Warehouse...,Sélectionner l'Entrepôt ...
605,"Select your Country, Time Zone and Currency","Sélectionner votre Pays, Fuseau Horaire et Devise"
606,Select Your Language,Sélectionner votre Langue
607,Seller Description,Description du Vendeur
608,Selling,Vente
609,Selling Settings,Réglages de Vente
610,Send,Envoyer
611,Send After,Envoyer Après
612,Send alert if date matches this field's value,Envoyer alerte si la date correspond à la valeur de ce champ
613,Send Alert On,Envoyer une Alerte Sur
614,Send an email reminder in the morning,Envoyer un email de rappel dans la matinée
615,Send As Email,Envoyer Comme Email
616,Send automatic emails to Contacts on Submitting transactions.,Envoyer des emails automatiques aux Contacts sur les Transactions soumises.
617,Send Email,Envoyer un Email
618,Send Me A Copy,M'Envoyer Une Copie
619,Send Notification to,Envoyer une Notification à
620,Send Notifications To,Envoyer des Notifications À
621,Send Now,Envoyer Maintenant
622,Send Password,Envoyer le Mot de passe
623,Send Password Update Notification,Envoyer la Notification de Changement de Mot de Passe
624,Send regular summary reports via Email.,Envoyer régulièrement des rapports de synthèse par Email.
625,Send SMS,Envoyer un SMS
626,Send To,Envoyer À
627,Send Welcome Email,Envoyer un Email de Bienvenue
628,Sender,Expéditeur
629,Sender Name,Nom de l'Expéditeur
630,Sent,Envoyé
631,Sent or Received,Envoyés ou Reçus
632,Sent To,Envoyé À
633,Serial #,Série #
634,Serial No,N° de Série
635,Serial No {0} created,N° de Série {0} créé
636,Serial No {0} does not belong to any Warehouse,N° de Série {0} ne fait partie de aucun Entrepôt
637,Serial No {0} does not belong to Delivery Note {1},N° de Série {0} ne fait pas partie du Bon de Livraison {1}
638,Serial No {0} does not belong to Warehouse {1},N° de Série {0} ne fait pas partie de l’Entrepôt {1}
639,Serial No {0} does not exist,N° de Série {0} n’existe pas
640,Serial No {0} has already been received,N° de Série {0} a déjà été reçu
641,Serial No {0} is under warranty upto {1},N° de Série {0} est sous garantie jusqu'au {1}
642,Serial No {0} not found,N° de Série {0} introuvable
643,Serial No {0} not in stock,N° de Série {0} n'est pas en stock
644,Serial No / Batch,N° de Série / Lot
645,Serial No and Batch,N° de Série et lot
646,Serial No Details,Détails du N° de Série
647,Serial No is mandatory for Item {0},N° de Série est obligatoire pour l'Article {0}
648,Serial No Status,Statut du N° de Série
649,Serialized Inventory,Inventaire Sérialisé
650,Series,Séries
651,Series {0} already used in {1},Séries {0} déjà utilisé dans {1}
652,Series is mandatory,Série est obligatoire
653,Series List for this Transaction,Liste des Séries pour cette Transaction
654,Series Updated,Série Mise à Jour
655,Series Updated Successfully,Mise à jour des Séries Réussie
656,Server,Serveur
657,Service,Service
658,Service Address,Adresse du Service
659,Services,Services
660,Session Expired. Logging you out,Session Expirée. Déconnexion en cours.
661,Session Expiry,Expiration de Session
662,Session Expiry in Hours e.g. 06:00,"Delai d'Expiration de Session en Heures, e.g. 06:00"
663,Session Expiry Mobile,Expiration de Session Mobile
664,Session Expiry must be in format {0},Expiration de Session doit être au format {0}
665,Set,Définir
666,Set as Closed,Définir comme Fermé
667,Set as Lost,Définir comme Perdu
668,Set as Open,Définir comme Ouvert
669,Set Banner from Image,Définir la Bannière depuis l'Image
670,"Set default format, page size, print style etc.","Définir format par défaut, la taille de la page, le style d'impression etc."
671,"Set Default Values like Company, Currency, Current Fiscal Year, etc.","Définir les Valeurs par Défaut comme : Societé, Devise, Exercice Actuel, etc..."
672,Set Desktop Icons,Définir les Icônes du Bureau
673,Set New Password,Définir un Nouveau Mot de Passe
674,Set numbering series for transactions.,Définir des séries numérotées pour les transactions.
675,Set Permissions on Document Types and Roles,Définir les Autorisations des Rôles sur les Types de Documents.
676,Set Permissions per User,Définir les Autorisations par Utilisateur
677,Set prefix for numbering series on your transactions,Définir le préfixe des séries numérotées pour vos transactions
678,Set Quantity,Définir Quantité
679,Set Value,Définir la Valeur
680,Setting Up,Mise en Place
681,Setting up Email,Configurer l'Email
682,Settings,Réglages
683,Settings for About Us Page.,Réglages de la page A Propos ...
684,Settings for HR Module,Réglages pour le Module RH
685,"Settings for online shopping cart such as shipping rules, price list etc.","Réglages pour panier telles que les règles de livraison, liste de prix, etc."
686,Settings for Selling Module,Réglages pour le Module Vente
687,Setup,Configuration
688,Setup Already Complete!!,Configuration déjà terminée !
689,Setup Complete,Configuration Terminée
690,Setup Email Alert based on various criteria.,Configuration Alerte Email basée sur différents critères.
691,Setup Series,Configuration des Séries
692,Setup Wizard,Assistant de Configuration
693,Share {0} with,Partager {0} avec
694,Share this document with,Partager ce document avec
695,Share With,Partager Avec
696,Shared,Partagé
697,Shared With,Partagé Avec
698,Shared with {0},Partagé avec {0}
699,Shared with everyone,Partagé avec tout le monde
700,Shipments,Livraisons
701,Shipments to customers.,Les livraisons aux clients.
702,Shipping,Livraison
703,Shipping Account,Compte de Livraison
704,Shipping Address,Adresse de Livraison
705,Shipping City,Ville de Livraison
706,Shipping Country,Pays de Livraison
707,Shipping Rule,Règle de Livraison
708,Shipping Rule Condition,Condition de la Règle de Livraison
709,Shop,Magasin
710,Shopping Cart,Panier
711,shopping-cart,panier
712,Short biography for website and other publications.,Courte biographie pour le site web et d'autres publications.
713,Short Name,Nom Court
714,Shortage Qty,Qté de Pénurie
715,Show / Hide Modules,Afficher / Cacher les Modules
716,Show a description below the field,Afficher une description en dessous du champ
717,Show a slideshow at the top of the page,Afficher un diaporama en haut de la page
718,Show In Website,Afficher dans le Site Web
719,Show more details,Montrer plus de détails
720,Show or Hide Desktop Icons,Afficher ou Cacher les Icônes du Bureau
721,Show or hide modules globally.,Afficher ou cacher les modules globalement.
722,Show rows with zero values,Afficher lignes avec des valeurs nulles
723,Show Tags,Afficher les Balises
724,Show Title,Afficher le Titre
725,Show zero values,Afficher les valeurs nulles
726,Sick Leave,Congé Maladie
727,Sign up,S'inscrire
728,signal,signaler
729,Signature,Signature
730,Single,Unique
731,Sit tight while your system is being setup. This may take a few moments.,Veuillez patienter pendant l’installation. L’opération peut prendre quelques minutes.
732,Size,Taille
733,Slideshow,Diaporama
734,Slideshow Items,Articles du Diaporama
735,Slideshow Name,Nom du Diaporama
736,Small,Petit
737,Small Text,Petit Texte
738,SMS Center,Centre des SMS
739,SMS Log,Journal des SMS
740,SMS Parameter,Paramètres des SMS
741,SMS Sender Name,Nom de l'Expéditeur du SMS
742,SMS sent to following numbers: {0},SMS envoyé aux numéros suivants : {0}
743,SMS Settings,Réglages des SMS
744,SMTP Server,Serveur SMTP
745,Software,Logiciel
746,Software Developer,Developeur Logiciel
747,Something went wrong!,Quelque chose a mal tourné !
748,Sorry! You are not permitted to view this page.,Désolé ! Vous n'êtes pas autorisé à consulter cette page.
749,Sorry! You cannot delete auto-generated comments,Désolé ! Vous ne pouvez pas supprimer les commentaires générés automatiquement
750,Source,Source
751,Source and target warehouse cannot be same for row {0},L'entrepôt source et destination ne peuvent être similaire dans la ligne {0}
752,Source Warehouse,Entrepôt Source
753,Source warehouse is mandatory for row {0},Entrepôt source est obligatoire à la ligne {0}
754,Specifications,Caractéristiques
755,Specify a default value,Spécifier une valeur par défaut
756,Sports,Sportif
757,Standard,Standard
758,Standard Buying,Achat Standard
759,Standard Print Format cannot be updated,Le Format d'Impression Standard ne peut pas être mis à jour
760,Standard replies to common queries.,Réponse standard aux questions communes.
761,Standard Reply,Réponse Standard
762,Standard Reports,Rapports Standard
763,Standard Selling,Vente Standard
764,Standard Selling Rate,Prix de Vente Standard
765,star,étoile
766,Start,Démarrer
767,Start and End Dates,Dates de Début et de Fin
768,Start Date,Date de Début
769,Start date should be less than end date for Item {0},La date de début doit être antérieure à la date de fin pour l'Article {0}
770,Start entering data below this line,Commencez à entrer les données ci-dessous
771,Start new Format,Commencer un nouveau Format
772,Start Time,Heure de Début
773,Starts on,Commence le
774,State,État
775,Static Parameters,Paramètres Statiques
776,Status,Statut
777,Stock,Stock
778,Stock cannot be updated against Delivery Note {0},Stock ne peut pas être mis à jour pour le Bon de Livraison {0}
779,Stock Entries already created for Production Order,Écritures de Stock déjà créées pour l'Ordre de Fabrication
780,Stock Entry,Écriture de Stock
781,Stock Entry {0} is not submitted,Écriture de Stock {0} n'est pas soumise
782,Stock Expenses,Charges de Stock
783,Stock Frozen Upto,Stock Gelé Jusqu'au
784,Stock Ledger,Livre d'Inventaire
785,Stock Ledger Entry,Écriture du Livre d'Inventaire
786,Stock Manager,Responsable des Stocks
787,Stock Received But Not Billed,Stock Reçus Mais Non Facturés
788,Stock Transactions,Transactions du Stock
789,Stock transactions before {0} are frozen,Les transactions du stock avant {0} sont gelées
790,Stock User,Chargé des Stocks
791,Stop,Arrêter
792,Stop users from making Leave Applications on following days.,Empêcher les utilisateurs de faire des Demandes de Congé les jours suivants.
793,Stopped,Arrêté
794,Stores,Magasins
795,Style,Style
796,Style using CSS,Style en utilisant CSS
797,Subdomain,Sous-domaine
798,Subject,Sujet
799,Submit,Soumettre
800,Submitted,Soumis
801,Successfully deleted all transactions related to this company!,Suppression de toutes les transactions liées à cette société avec succès !
802,Suggestions,Suggestions
803,Summary for this month and pending activities,Résumé du mois et des activités en suspens
804,Summary for this week and pending activities,Résumé de la semaine et des activités en suspens
805,Sunday,Dimanche
806,Supplied Items,Articles Fournis
807,Supplied Qty,Qté Fournie
808,Supplier,Fournisseur
809,Supplier Address,Adresse du Fournisseur
810,Supplier Details,Détails du Fournisseur
811,Supplier Items,Articles Fournisseur
812,Supplier Type,Type de Fournisseur
813,Supplier Type / Supplier,Fournisseur / Type de Fournisseur
814,Supplier Type master.,Type de Fournisseur principal
815,Supplier Warehouse,Entrepôt Fournisseur
816,Supplier(s),Fournisseur(s)
817,Support,Support
818,Support Analtyics,Analyse du Support
819,Support Analytics,Analyse du Support
820,Support Team,Équipe de Support
821,Symbol,Symbole
822,Sync Now,Synchroniser Maintenant
823,Sync Offline Invoices,Synchroniser les Factures hors-ligne
824,Synced With Hub,Synchronisé avec le Hub
825,Syntax error in template,Erreur de syntaxe dans le modèle
826,System,Système
827,System and Website Users,Utilisateurs Système et Site Web
828,System Manager,Responsable Système
829,System Settings,Réglages Système
830,System User,Utilisateur Système
831,Serial No {0} does not belong to Item {1},N° de Série {0} n'appartient pas à l'Article {1}
