,English,Français
381,Thumbnail,Vignette
382,Thumbnail URL,URL de la Vignette
383,thumbs-down,pouce-vers-le-bas
384,Thursday,Jeudi
385,Tile,Mosaïque
386,Time,Temps
387,Time at which materials were received,Heure à laquelle les matériaux ont été reçus
388,Time Between Operations (in mins),Temps entre les opérations (en min)
389,Time Tracking,Suivi du Temps
390,Time Zone,Fuseau Horaire
391,Time Zones,Fuseaux Horaires
392,Timeline Field,Champ Chronologie
393,Timezone,Fuseau Horaire
394,tint,teinte
395,Title,Titre
396,Title Field,Champ Titre
397,Title Prefix,Préfixe de Titre
398,Titles for print templates e.g. Proforma Invoice.,Titres pour les modèles d'impression e.g. Facture Proforma.
399,To,À
400,To {0},À {0}
401,To {0} | {1} {2},À {0} | {1} {2}
402,To be delivered to customer,À livrer à la clientèle
403,To Bill,À Facturer
404,To Date,Jusqu'au
405,To date cannot be before from date,La date de fin ne peut être avant la date de début
406,To Datetime,À la Date
407,To Deliver,À Livrer
408,To Deliver and Bill,À Livrer et Facturer
409,To Discuss,À Discuter
410,To Do,Tâche à faire
411,To Produce,À Produire
412,To Receive,À Recevoir
413,To Receive and Bill,À Recevoir et Facturer
414,To Time,Horaire de Fin
415,To Warehouse,À l'entrepôt
416,To Warehouse (Optional),À l'entrepôt (Facultatif)
417,Today is {0}'s birthday!,Aujourd'hui c'est l’anniversaire de {0} !
418,ToDo,Tâche à Faire
419,Too many columns. Export the report and print it using a spreadsheet application.,Trop de colonnes. Exportez le rapport et imprimez-le à l'aide d'un tableur.
420,Tools,Outils
421,Total,Total
422,Total Actual,Total Réel
423,Total Advance,Total Avance
424,Total Amount,Montant Total
425,Total Amount Reimbursed,Montant Total Remboursé
426,Total Claimed Amount,Montant Total Réclamé
427,Total Cost,Coût Total
428,Total Earning,Total Revenus
429,Total Expense Claim (via Expense Claim),Frais Professionnels Totaux (via Note de Frais)
430,Total Expense Claim (via Expense Claims),Frais Professionnels Totaux (via Notes de Frais)
431,Total in words,Total En Toutes Lettres
432,Total Incoming Value,Valeur Entrante Totale
433,Total Outgoing Value,Valeur Sortante Totale
434,Total Qty,Qté Totale
435,Total Sanctioned Amount,Montant Total Validé
436,Total Value Difference (Out - In),Différence Valeur Totale (Sor - En)
437,Total(Amt),Total (Mnt)
438,Total(Qty),Total (Qté)
439,Totals,Totaux
440,Track Leads by Industry Type.,Suivre les Prospects par Type d'Industrie
441,Transaction,Transaction
442,Transaction not allowed against stopped Production Order {0},Transaction non autorisée pour l'Ordre de Production arrêté {0}
443,Transactions can only be deleted by the creator of the Company,Les Transactions ne peuvent être supprimées que par le créateur de la Société
444,Transfer,Transférer
445,Transfer Material,Transfert de Matériel
446,Transfered,Transféré
447,Transferred Qty,Quantité Transférée
448,Transition Rules,Règles de Transition
449,Transitions,Transitions
450,Translation,Traduction
451,Transportation,Transport
452,Transporter Details,Détails du Transporteur
453,Transporter Info,Infos Transporteur
454,Transporter Name,Nom du Transporteur
455,trash,corbeille
456,Travel,Déplacement
457,Travel Expenses,Frais de Déplacement
458,Tree of Bill of Materials,Arbre des Listes de Matériel
459,Tuesday,Mardi
460,Type,Type
461,"Types of employment (permanent, contract, intern, ect.)","Type d’emploi (CDI, CDD, Stagiaire, etc.)"
462,Table,Table
463,Tag,Balise
464,Tags,Balises
465,Target,Cible
466,Technology,Technologie
467,Telecommunications,Télécommunications
468,Term Details,Détails du Terme
469,Terms,Termes
470,Terms and Conditions,Termes et Conditions
471,Test,Test
472,Text,Texte
473,Text Editor,Éditeur de Texte
474,text-height,Hauteur-texte
475,Thank you for your message,Merci pour votre message
