,English,Français
425,Page not found,Page non trouvée
426,Page to show on the website,Page à afficher sur le site Web
427,Paid,Payé
428,Paid Amount,Montant Payé
429,Paid Amount (Company Currency),Montant Payé (Devise Société)
430,Paid and Not Delivered,Payés et Non Livré
431,Pair,Paire
432,Parameter,Paramètre
433,Parent Account,Compte Parent
434,Parent Item {0} must not be a Stock Item,L'Article Parent {0} ne doit pas être un Élément de Stock
435,Parent Territory,Territoire Parent
436,Part-time,Temps-Partiel
437,Partially Completed,Partiellement Complété
438,Participants,Les Participants
439,Partly Billed,Partiellement Facturé
440,Partly Delivered,Livré en Partie
441,Partner Type,Type de Partenaire
442,Passive,Passif
443,Passport Number,Numéro de Passeport
444,Password,Mot de Passe
445,Password Reset,Réinitialisation du Mot de Passe
446,Password reset instructions have been sent to your email,Les Instructions de réinitialisation du mot de passe ont été envoyés à votre adresse Email
447,Password Update,Mise à Jour du Mot de Passe
448,Password Update Notification,Notification de Mise à Jour du Mot de Passe
449,Password Updated,Mot de Passe Mis à Jour
450,Paste,Coller
451,Patch,Correctif
452,pause,pause
453,Pay,Payer
454,Payable Account,Comptes Créditeurs
455,Payables,Dettes
456,Payment,Paiement
457,Payment Account,Compte de Paiement
458,Payment Cancelled,Paiement Annulé
459,Payment Complete,Paiement Complet
460,Payment Due Date,Date d'Échéance de Paiement
461,Payment Failed,Le Paiement a Échoué
462,Payment Gateway,Passerelle de Paiement
463,Payment Receipt Note,Bon de Réception du Paiement
464,Payment Request,Requête de Paiement
465,Payment Type,Type de Paiement
466,payment_url,payment_url
467,Payments,Paiements
468,Payroll,Paie
469,Payroll Settings,Paramètres de la paie
470,Payslip,Fiche de Paie
471,PDF,PDF
472,PDF generation failed because of broken image links,La génération du PDF a échoué en raison de liens invalides vers une/des image(s)
473,PDF Page Size,Format de Page PDF
474,PDF Settings,Paramètres PDF
475,pencil,crayon
476,Pending,En Attente
477,Pending Activities,Activités en Attente
478,Pending activities for today,Activités en Attente pour aujourd'hui
479,Pending Amount,Montant en Attente
480,Pending Qty,Qté en Attente
481,Pending Review,Revue en Attente
482,Pending SO Items For Purchase Request,Articles de Bon de Commande en Attente Pour la Demande d'Achat
483,Pension Funds,Fonds de Pension
484,per hour,par heure
485,Percent,Pourcent
486,Percentage,Pourcentage
487,Percentage Allocation,Allocation en Pourcentage
488,Percentage Allocation should be equal to 100%,Pourcentage d'Allocation doit être égale à 100 %
489,Performance appraisal.,Évaluation des Performances.
490,Period,Période
491,Periodicity,Périodicité
492,Permanent Address,Adresse Permanente
493,Permanently Cancel {0}?,Annuler de Manière Permanente {0} ?
494,Permanently delete {0}?,Effacer de Manière Permanente {0} ?
495,Permanently Submit {0}?,Soumettre de Manière Permanente {0} ?
496,Permission already set,Permission déjà définie
497,Permission Level,Niveau d'Autorisation
498,Permission Levels,Niveaux d'Autorisation
499,Permission Rules,Règles d'Autorisation
500,Permissions,Autorisations
501,Permissions are automatically translated to Standard Reports and Searches.,Les autorisations sont automatiquement converties pour les Rapports Standard et les Recherches .
502,Permissions can be managed via Setup > Role Permissions Manager,Les autorisations peuvent être gérés via Configuration > Gestion des Rôles et Autorisation
503,Permissions Updated,Autorisations Mises à Jour
504,Person Name,Nom de la Personne
505,Personal,Personnel
506,Personal Details,Données Personnelles
507,Personal Email,Email Personnel
508,Phone,Téléphone
509,Phone No,N ° de Téléphone
510,Phone No.,N ° de Téléphone.
511,Pick Columns,Choisir des Colonnes
512,picture,image
513,Piecework,Travail à la Pièce
514,Pincode,Code Postal
515,Place of Issue,Lieu d'Émission
516,Place Order,Passer la Commande
517,Planned End Date,Date de Fin Prévue
518,Planned End Time,Heure de Fin Prévue
519,Planned Qty,Qté Planifiée
520,Planned Quantity,Quantité Planifiée
521,Planned Start Date,Date de Début Prévue
522,Planned Start Time,Heure de Début Prévue
523,Planning,Planification
524,Plant,Usine
525,Please attach a file,Veuillez joindre un fichier
526,Please click on 'Generate Schedule',"Veuillez cliquer sur ""Générer calendrier''"
527,Please click on the following link to set your new password,Veuillez cliquer sur le lien suivant pour définir votre nouveau mot de passe
528,Please create Customer from Lead {0},Veuillez créer un Client à partir du Prospect {0}
529,Please Delivery Note first,Veuillez d’abord créer un Bon de Livraison
530,Please do not change the rows above {0},Veuillez ne pas modifier les lignes ci-dessus {0}
531,Please enable pop-ups,Veuillez autoriser les pop-ups
532,Please ensure that your profile has an email address,Veuillez vous assurer que votre profil a une adresse e-mail
533,Please enter 'Is Subcontracted' as Yes or No,Veuillez entre Oui ou Non pour 'Est sous-traitée' 
534,Please enter 'Repeat on Day of Month' field value,Veuillez entrer une valeur pour 'Répéter le jour du mois'
535,Please enter {0} first,Veuillez d’abord entrer {0}
536,Please enter atleast 1 invoice in the table,Veuillez entrer au moins 1 facture dans le tableau
537,Please enter company name first,Veuillez d’abord entrer le nom de l'entreprise
538,Please enter default currency in Company Master,Veuillez entrer la devise par défaut dans les Données de Base de la Société
539,Please enter email address,Veuillez entrer une adresse email
540,Please enter Planned Qty for Item {0} at row {1},Veuillez entrer la Qté Planifiée pour l'Article {0} à la ligne {1}
541,Please enter Purchase Receipt first,Veuillez d’abord entrer un Reçu d'Achat
542,Please enter quantity for Item {0},Veuillez entrer une quantité pour l'article {0}
543,Please enter Reference date,Veuillez entrer la date de Référence
544,Please enter the password,Veuillez entrer le mot de passe
545,Please enter valid mobile nos,Veuillez entre des N° de mobiles valides
546,Please find attached {0} #{1},Veuillez trouver ci-joint {0} # {1}
547,Please refresh to get the latest document.,Veuillez actualiser pour obtenir la dernière version du document.
548,Please remove this Invoice {0} from C-Form {1},Veuillez retirez cette Facture {0} du C-Form {1}
549,Please save the document before uploading.,Veuillez enregistrer le document avant de le charger.
550,Please save the Newsletter before sending,Veuillez sauvegarder la Newsletter avant de l'envoyer
551,Please select DocType first,Veuillez d’abord sélectionner un DocType
552,Please select item code,Veuillez sélectionner un code d'article
553,Please select month and year,Veuillez sélectionner le mois et l'année
554,Please select prefix first,Veuillez d’abord sélectionner un préfixe
555,Please select Price List,Veuillez sélectionner une Liste de Prix
556,Please set {0} first,Veuillez mettre {0} en premier
557,Please set a default Holiday List for Employee {0} or Company {1},Veuillez définir une Liste de Vacances par défaut pour l'Employé {0} ou la Société {1}
558,Please set default {0} in Company {1},Veuillez définir {0} par défaut dans la Société {1}
559,Please set default Cash or Bank account in Mode of Payment {0},Veuillez définir un compte de Caisse ou de Banque par défaut pour le Mode de Paiement {0}
560,Please set filter based on Item or Warehouse,Veuillez définir un filtre basé sur l'Article ou l'Entrepôt
561,Please set filters,Veuillez définir des filtres
562,Please specify,Veuillez spécifier
563,Please specify Company,Veuillez spécifier la Société
564,Please specify Company to proceed,Veuillez spécifier la Société pour continuer
565,Please specify currency in Company,Veuillez spécifier la devise de la Société
566,Please specify Default Currency in Company Master and Global Defaults,Veuillez spécifier la Devise par Défaut dans les Données de Base de la Société et les Paramètres Globaux
567,Please specify from/to range,Veuillez préciser la plage de / à
568,Please upload using the same template as download.,Veuillez charger en utilisant le même modèle que celui téléchargé.
569,plus,plus
570,plus-sign,signe plus
571,Point of Sale,Point de Vente
572,Point-of-Sale,Point-de-Vente
573,POS,PDV
574,Post,Poster
575,Postal,Postal
576,Postal Code,Code Postal
577,Posting Date,Date de Comptabilisation
578,Posting date and posting time is mandatory,La Date et l’heure de comptabilisation sont obligatoires
579,Posts,Messages
580,Potential opportunities for selling.,Opportunités potentielles de vente.
581,Precision,Précision
582,Precision should be between 1 and 6,La précision doit être comprise entre 1 et 6
583,Preferred Billing Address,Adresse de Facturation Principale
584,Preferred Shipping Address,Adresse de Livraison Principale
585,Prefix,Préfixe
586,Present,Présent
587,Preview,Aperçu
588,Previous,Précedent
589,Price List,Liste de Prix
590,Price List {0} is disabled,La Liste de Prix {0} est désactivée
591,Price List Master,Données de Base des Listes de Prix
592,Price List master.,Données de Base des Listes de Prix
593,Price List must be applicable for Buying or Selling,La Liste de Prix doit être applicable pour les Achats et les Ventes
594,Price List Name,Nom de la Liste de Prix
595,Price List not found or disabled,Liste de Prix introuvable ou desactivé
596,Price List not selected,Liste des Prix non sélectionnée
597,Pricing Rule,Règle de Tarification
598,Primary,Primaire
599,Print,Imprimer
600,Print Format,Format d'Impression
601,Print Format Builder,Éditeur de Format d'Impression
602,Print Heading,Imprimer Rubrique
603,Print Hide If No Value,Masquer à l’Impression si Aucune Valeur
604,Print Language,Langue d’Impression
605,Print Settings,Paramètres d'Impression
606,Print Style,Style d'Impression
607,Print Style Preview,Aperçu Style d'Impression
608,Print Width,Largeur d'Impression
609,Print Without Amount,Imprimer Sans Montant
610,Printing,Impression
611,Printing and Branding,Impression et Marque
612,Printing Details,Détails d'Impression
613,Printing Settings,Paramètres d'Impression
614,Priority,Priorité
615,Private,Privé
616,Private and public Notes.,Remarques Privées et Publiques.
617,Privilege Leave,Congé de Privilège
618,Process Payroll,Processus de Paie
619,Produced,Produit
620,Produced Quantity,Quantité Produite
621,Product Bundle,Ensemble de Produits
622,Product Enquiry,Demande d'Information Produit
623,Production,Production
624,Production Order,Ordre de Production
625,Production Orders,Ordres de Production
626,Production Orders in Progress,Ordres de Production en Cours
627,Products,Produits
628,Profit and Loss,Pertes et Profits
629,Project,Projet
630,Project activity / task.,Activité du projet / tâche.
631,Project Id,ID du Projet
632,Project Manager,Chef de Projet
633,Project master.,Liste de Projets.
634,Project Name,Nom du Projet
635,Project Start Date,Date de Début du Projet
636,Project Task,Tâche du Projet
637,Project Type,Type de Projet
638,Project Value,Valeur du Projet
639,Projected Qty,Qté Projetée
640,Projects,Projets
641,Projects User,Utilisateur/Intervenant Projets
642,Property,Propriété
643,Property Type,Type de Propriété
644,Public,Public
645,Publish on website,Publier sur le site Web
646,Publish to sync items,Publier pour synchroniser les éléments
647,Published,Publié
648,Published On,Publié le
649,Publisher,Éditeur
650,Publishing,Édition
651,Purchase,Achat
652,Purchase / Manufacture Details,Achat / Fabrication Détails
653,Purchase Analytics,Analyses des Achats
654,Purchase Common,Éléments Communs aux Achats
655,Purchase Details,Détails de l'Achat
656,Purchase Invoice,Facture d’Achat
657,Purchase Manager,Responsable des Achats
658,Purchase Master Manager,Responsables des Données d’Achats
659,Purchase Order {0} is not submitted,Le Bon de Commande {0} est pas soumis
660,Purchase Price List,Liste des Prix d'Achat
661,Purchase Receipt No,Reçu d'Achat N°
662,Purchase Taxes and Charges Template,Modèle de Taxe et Frais d'Achat
663,Purchaser,Acheteur
664,Purchasing,Achat
665,Purchse Order number required for Item {0},Numéro de Commande requis pour l'Article {0}
666,Purpose,Objet
667,Purpose must be one of {0},L'Objet doit être parmi {0}
668,Purposes,Objets
669,Postal Expenses,Frais Postaux
